abstract,authors,n_citation,references,title,venue,year,id
,['Igor Vajda'],0,,Output-based estimation of communication channels.,Kybernetika,1980,cc50d9ef-d79e-453e-8706-b87b90dbd6b2
"Mapped out is the field of interactive computer graphics technology. The author surveys the range of applications from the visual arts to the visualization of theoretical mathematical models to the simulation of aircraft and ship navigation. Hardware and software are explored. Also outlined are interactive graphics data bases, data structures, and proposed standards that apply to them.",['R. Burchi'],50,"['007453c7-db72-4b4a-bdbe-1750e53d7dbc', '0c64f1b4-c846-4250-b2d6-5bf5282f0b9f', '1313cc67-a6a3-422f-a111-1db7537e6c7b', '1a202684-a4c5-4c0f-a457-172a2681cd64', '1f70953d-80ad-4b06-89c4-30a76daee268', '20c30365-4031-4e02-a0d9-0c649d40bffe', '22d44970-7853-4889-9bc8-57db29e7bc12', '36969d46-24f2-4a0b-9b52-61fe52b61fd9', '387e2477-982a-4562-a6e0-8773c3a16206', '47aabd84-1410-4c40-9b90-3456ce42dbe2', '4fbbcd53-69bb-4c78-bf2e-799221f3fcda', '57d380cb-cd4b-44c8-8e80-b868b02fa39d', '72f92356-16ce-4716-9a69-7bace1f8a760', '8e9c4f35-0481-4ae6-b933-93981f18cbe2', '92f35612-97cb-4967-9115-e80270bdd353', 'aa35bcd8-66f1-42e6-a1f5-bd2e78b8810b', 'b2c84391-2580-4204-ac94-ea37070ffd9a', 'c5c820b6-f1ee-4eca-b5c8-612376b088d7', 'ea9ab240-fc04-48c8-8277-69df5ec49b3e', 'f34d8812-ec94-498d-8ab3-6727dc4faa33', 'f4f15c66-36d4-4e91-9493-44b5527ed48c', 'f768885a-c538-48d2-b1b4-0c6e9004aabc', 'fce1228c-399a-4000-8074-619b80515b51']",Interactive graphics today,Ibm Systems Journal,1980,f3c3ee93-3ff5-4440-8c22-67084b37b975
Abstract : Let S2-APMOTA (m) be an area-preserving two-dimensional multipass on-line tessellation acceptor over square array input languages whose pass number is bounded by m. It is proved than an open problem 'Is L(2-NA) a subset but not coincident with L(S2-AMPOTA(1)) ?' proposed in a previous paper by Inoue and the present author has a positive solution. (Author),"['Akira Nakamura', 'Katsushi Inoue']",0,"['26d0a5e2-bd12-4fc8-a766-8749a02ef824', '45b38270-7f56-4584-a74b-00f1eda7c37e']",A remark on two-dimensional finite automata☆,Information Processing Letters,1980,91ab1f72-904c-4b03-9c3c-c5a1cef55b47
"A method for adaptive linear estimation is proposed based on a Time Domain Orthogonality condition. This algorithm arises naturally from the criterion used rather than through the application of a numerical analysis method as in the derivation of the LMS Gradient Algorithm. However, in addition to being a new and potentially useful algorithm, the resulting recursive method is suprisingly similar to the LMS Gradient Algorithm. With the addition of certain simplifying assumptions, the TDO algorithm reduces to the LPIS Gradient Algorithm except that a data dependent term replaces the constant parameter µ found In the LMS Gradient Method. In fact, it is shown that this data dependent term is an estimate of the optimum µ for maximum rate of convergence.","['Stephen D. Huffman', 'Loren W. Nolte']",0,[],Adaptive linear estimation based on time domain orthogonality,"international conference on acoustics, speech, and signal processing",1980,87eaf123-8181-41df-b421-687da9fab4ad
"A CONLAN document has significance only if it is read by a person or machine. That reader (environment) is required to use available facilities to respond to and interact with the document. It must provide the type checking mechanism. It must record the names of defined and declared items and provide the data base they require. It must record signal values. From such records, it can determine facts of importance to continued document evaluation. ""System interfaces"" are prescribed environment responses, not formally defined via CONLAN syntax.","['Robert Piloty', 'Mario R. Barbacci', 'Dominique Borrione', 'Donald L. Dietmeyer', 'Fredrick J. Hill', 'Patrick Skelly']",2,['6304dfc1-8a62-4569-a71b-efb459273692'],CONLAN: a formal construction method for hardware description languages: language application,,1980,f0280bec-a821-4311-a852-8dcbf10eaafa
"The problem addressed in this paper is the selection of the shortest path through a directed, acyclic network where the arc lengths are independent random variables. This problem has received little attention although the deterministic version of the problem has been studied extensively. The concept of a path optimality index is introduced as a performance measure for selecting a path of a stochastic network. A path optimality index is defined as the probability a given path is shorter than all other network paths. This paper presents an analytic derivation of path optimality indices for directed, acyclic networks. A new network concept, Uniformly Directed Cutsets (UDCs), is introduced. UDCs are shown to be important to the efficient implementation of the prescribed analytic procedure. There are strong indications that stochastic shortest route analysis has numerous applications in operations research and management science. Potential application areas include, equipment replacement analysis, reliability ...","['C. Elliott Sigal', 'A. Alan B. Pritsker', 'James J. Solberg']",48,['c003606d-c42b-47de-8aef-1a3c92e32c10'],The Stochastic Shortest Route Problem,Operations Research,1980,507797c7-bfb4-475e-993a-3f5b8aa3620b
"This paper reports on some of the components of person to person communication mediated by computer conferenceing systems. Transcripts from two systems were analysed: the Electronic Information and Exchange System (EIES), based at the New Jersey Institute of Technology; and Planet, based at Infomedia Inc. in Palo Alto, California. The research focused upon the ways in which expressive communication is encoded by users of the medium",['John Carey'],89,[],PARALANGUAGE IN COMPUTER MEDIATED COMMUNICATION,meeting of the association for computational linguistics,1980,aa1ddfb4-2634-492f-9959-dd96307833bf
,['Jonathan Slocum'],10,,An Experiment in Machine Translation,meeting of the association for computational linguistics,1980,61b368e8-5260-4f8b-a98b-9b4a8e575fe8
"My comments are organized within the framework suggested by the Panel Chair, Barbara Grosz, which I find very appropriate. All of my comments pertain to the various issues raised by her; however, wherever possible I will discuss these issues more in the context of the ""information seeking"" interaction and the data base domain.The primary question is how the purpose of the interaction or ""the problem context"" affects what is said and how it is interpreted. The two separate aspects of this question that must be considered are the  function  and the  domain  of the discourse.",['Aravind K. Joshi'],0,,PARASESSION ON TOPICS IN INTERACTIVE DISCOURSE INFLUENCE OF THE PROBLEM CONTEXT,meeting of the association for computational linguistics,1980,7bc2b4ac-8309-458e-ae32-b140bdc6b539
"Abstract   Let  F  a two-alternative voting rule and  G   F   the subgroup of permutations of the voters under which  F  is invariant. Group theoretic properties of  G   F   provide information about the voting rule  F . In particular, sets of imprimitivity of  G   F   describe the ‘committee decomposition’ structure of  F  and permutation group transitivity of  G   F   (equipotency) is shown to be closely connected with equal distribution of power among the voters. If equipotency replaces anonymity in the hypotheses of May's theorem, voting rules other than simple majority are possible. By combining equipotency with two additional social choice conditions a new characterization of simple majority rule is obtained. Equipotency is proposed as an important alternative to the more restrictive anonymity as a fairness criterion in social choice.",['Edward W. Packel'],0,[],Transitive Permutation Groups and Equipotent Voting Rules,Mathematical Social Sciences,1980,88d76cad-d484-45dd-8858-8949021770b8
This paper deals with the application of tree and trellis coding concepts to the coding of stationary first-order auto-regressive sources and speech signals at a rate of 1 bit/sample. We show first that a probabilistically generated tree (or trellis) performs significantly better than a tree (or trellis) that is generated in a deterministic way. We show then that the segmental signal-to-noise-ratios of conventional speech coding schemes (including) those with adaptive quantization and/or prediction) can be increased by about 2 dB. Slightly higher values of 3 to 4 dB have been realized with schemes which employ backward-adaptive quantization.,"['Heinz G. Fehn', 'Peter Noll']",2,"['704c7ef8-949f-41b4-a9ab-cd1d619b3783', '99842ebd-38ba-414f-b616-d4e7105f7bcc', 'a6b5c73a-9856-4f4b-a1b6-db2b6ca62f0d']",Tree and trellis coding of speech and stationary speech-like signals,"international conference on acoustics, speech, and signal processing",1980,d2629236-7780-4b1e-a1d1-c95fc402267c
"A classic introduction to artificial intelligence intended to bridge the gap between theory and practice, ""Principles of Artificial Intelligence"" describes fundamental AI ideas that underlie applications such as natural language processing, automatic programming, robotics, machine vision, automatic theorem proving, and intelligent data retrieval. Rather than focusing on the subject matter of the applications, the book is organized around general computational concepts involving the kinds of data structures used, the types of operations performed on the data structures, and the properties of the control strategies used.   ""Principles of Artificial Intelligence""evolved from the author's courses and seminars at Stanford University and University of Massachusetts, Amherst, and is suitable for text use in a senior or graduate AI course, or for individual study.",['Nils J. Nilsson'],5001,,Principles of artificial intelligence,,1980,bdd72f1c-6df6-4069-bb3a-40a82dfc9065
,['Leigh R. Power'],50,[],Internal Sorting Using a Minimal Tree Merge Strategy,ACM Transactions on Mathematical Software,1980,814a67d1-85b9-4051-9c78-40d16fe3d099
,['David Harel'],50,"['02e0342a-33d3-4d3f-9f1d-b14081edbc39', '05ecded6-cdf0-4d01-af1a-95bf4522bef9', '069dcd9e-60da-4841-bc6a-66caed8aae3e', '91a54492-3f0d-4102-933c-8eb9cc09d8eb', '9f5c6d03-cc7f-4fea-a050-a3c7c3648711', '9fc52d0d-7ce7-4c0d-9a61-3d93d5332479', 'cc2b63e6-32b0-4883-868a-fe1724072605', 'df2953b8-6097-4d3b-8923-13e2ac1f715e', 'f19127f8-3d3a-4a9e-9580-c1d3e1e05141', 'fa7fe287-21b7-42ed-998c-6a2c4a9bb1f3']",on And/Or Schemes,mathematical foundations of computer science,1980,77747624-79b6-4ba3-922e-3e755dc1c398
,['Robert Wilensky'],50,['46bb8dc7-0793-4dd4-b9cf-a20bc25930a2'],Meta-planning,national conference on artificial intelligence,1980,10afa2de-75e3-4209-9476-336e5da809af
"A specific type of interconnection is examined with regard to three nonlinear subsystems in this communique. Further, the two possibilities of this specific linear interconnection are investigated in detail. For each kind of interconnection, conditions for the global stability of the overall system are derived, via the Popov method, which are simple and easy to apply. The conditions are rather conservative in nature, though a certain amount of flexibility does exist in the choice of the various parameters in the event of constraints other than stability are to be satisfied. An example is included to illustrate the utility of the conditions.","['G. Baliga', 'M. V. C. Rao']",50,[],Technical communique: On symmetric and unity interconnections between three nonlinear subsystems,Automatica,1980,e75e9843-1e09-4467-aa70-ddea1fa97b40
"A programming language is presented which is used as a system implemen­ tatlon language instead of PL360 for constructing hardware related system modules for the AMDAHL 470 computer at the ""MPI fur Plasmaphysik"".","['Friedrich Hertweck', 'Inge Precht']",0,['51bff675-2609-47dd-82ff-f511b25eafec'],Some Considerations for an Extension of PL360,,1980,ad3a1bc7-a5ee-48b4-a079-25fb2426a13b
"This paper discusses operating procedures and programming for the automation of design and manufacturing of formed sheet metal parts. It's primary purpose is to examine the design procedure, programming and N/C data preparation used on an existing 3-D graphics system. The process relies on the accuracy, reliability, and speed of CAD/CAM.",['David W. Currier'],50,,Automation of Sheet Metal Design and Manufacturing,design automation conference,1980,4f093289-b77f-45d2-b04b-eb45024f6f8d
"A source matching approach is presented to the problem of finding minimax cedes for classes of memoryless sources. The approach leads to a channel capacity problem so that Blahut's algorithm can be used to find approximations to the minimax code. Closed form solutions are presented for the class of monotonic sources and for a class of Bernoulli-like sources. For extensions of finite alphabet memoryless sources, a modified Lynch-Davisson code has performance close to that of the minimax code. The exact solution to the source matching problem and the resulting codes are presented for the extensions of binary codes up to blocklength 31.","['Lee D. Davisson', 'Alberto Leon-Garcia']",119,"['7641f716-ca8a-4c6a-abd1-f7451913b65f', '89458b1f-c82e-4fb0-b77c-270dee4d28b1', 'b23493e0-4fdd-4631-b585-039e2391f2a7', 'd4e173db-1b98-4daa-ab45-5ae064f7e9c9', 'd6f078da-a3bb-4cac-89e0-0ae4bbd280d8', 'e9c9d0ad-250b-4544-9b3c-6889d77c0927']",A source matching approach to finding minimax codes,IEEE Transactions on Information Theory,1980,b0d45143-c9ad-4b4c-9742-974570b7f5c7
"This paper presents a comparison of two-dimensional finite area impulse response (FIR) digital filters designed using three popular design methodologies - through the use of windows, through the use of transformations of one-dimensional designs, and through the use of optimal Chebyshev design techniques. In addition the comparison includes filters designed for processing both rectangularly-sampled and hexagonally-sampled data. The filters are compared with respect to ease of design and the efficiency of the resulting implementation.","['Russell M. Mersereau', 'Tae H. Joo', 'Theresa C. Speake']",1,['224e66ff-493d-4451-ad59-b20d95e0f3ac'],A comparison of hexagonally and rectangularly-sampled two-dimensional FIR digital filters,"international conference on acoustics, speech, and signal processing",1980,5fbfc563-f82d-4591-9a2a-6902ed57bfaf
,['Matthew B. Koll'],1,"['377ba008-a94c-4615-81e4-64c61776af94', '4a0ed5de-0ab2-49b9-ad1b-77557d1eea56', '4abbc32d-1008-470b-8b3f-92cca2db96d9', '5047e6e2-35f9-46a3-8b2e-5846f7bd50bf', '5bf1d6c4-b1ee-41c2-af3e-0372b00b30ad', '762de588-ab7f-4c85-9590-946b2e8256db', '7dd02d68-be39-446d-9185-7132f5903c11', '84ea4bdb-9584-4fb7-97f0-8657938bcd02', 'b7b2ab55-c41f-4f9f-9fd2-c90eaf877f4e', 'd7dd2561-2af9-4e59-a607-5cc77c6b75bd', 'f0231389-f797-40d0-87d5-0f61b3f89bbe']",Information retrieval theory and design based on a model of the user's concept relations,international acm sigir conference on research and development in information retrieval,1980,9627e131-29af-4d18-903a-a4734638b328
"Policy function schedulers provide a flexible framework for implementing a wide range of different scheduling schemes. In such schedulers, the priority of a job at any instant in time is defined by the difference between the time it spent in the system and an arbitrary function of its attained service time. The latter is called the policy function and acts as the functional parameter that specifies a particular scheduling scheme. For instance, a constant policy function specifies the first-come, first-serve scheduling scheme. By changing the policy function, the system behavior can be adjusted to better conform with desired response characteristics. It is common to express response characteristics in terms of a response function, the average response time of a job conditioned on its service requirement in equilibrium.   In this paper, we analyze processor-sharing M/G/1 systems in which the priorities of different classes of jobs are determined by distinct policy functions.",['Manfred Ruschitzka'],0,,The response of job classes with distinct policy functions(Extended Abstract),"international symposium on computer modeling, measurement and evaluation",1980,6f10bc6a-f0a7-47d4-b71b-7b1914954945
"A system fails at time T but does not display any symptoms of failure until time T + S; both T and S are random variables. Detection of failure is possible either because the system displays symptoms of failure or by means of an inspection before the appearance of symptoms. A cost c is associated with each inspection and a cost-rate v is incurred after failure until detection. For a restricted class of failure densities, the inspection procedure that minimizes the total expected cost can be found by means of an iterative algorithm.",['Bhaskar Sengupta'],4,[],Inspection Procedures when Failure Symptoms Are Delayed,Operations Research,1980,5c1248e9-df49-42fc-9a3a-977c4b6cceff
"This paper concerns new techniques for making requirements specifications precise, concise, unambiguous, and easy to check for completeness and consistency. The techniques are well-suited for complex real-time software systems; they were developed to document the requirements of existing flight software for the Navy's A-7 aircraft. The paper outlines the information that belongs in a requirements document and discusses the objectives behind the techniques. Each technique is described and illustrated with examples from the A-7 document. The purpose of the paper is to introduce the A-7 document as a model of a disciplined approach to requirements specification; the document is available to anyone who wishes to see a fully worked-out example of the approach.",['Kathryn L. Heninger'],345,"['26db4152-3ccf-4b7a-9b23-fc69cb5d220b', '78d07c73-7bc3-4ae7-998b-adf367e746d3', 'a56dee90-7b26-41b4-aa35-24113ae630ce', 'ba9d7abf-7a86-4c72-ab37-d3c8f8bc27e5']",Specifying Software Requirements for Complex Systems: New Techniques and Their Application,IEEE Transactions on Software Engineering,1980,c93d2827-cfbf-41b5-8d0a-54b437b48de7
"This paper describes the fundamental properties of the Average Magnitude Difference Function, (AMDF) when used for pitch extraction on human speech, such as the ability to work in the absence of the fundamentals, and responses to pitch and formant resonances. Requirements for the algorithm's correct functioning are discussed, including reasonable bounds on window size and requirements on a nonlinear post processor. Finally, three experiments are described: 1) comparison of rectangular window versus exponential window AMDF, 2) comparison of the accuracy of the indicated pitch versus window length, and 3) effects of inverse filtering on the AMDF.","['Bruce Alan Fette', 'R. Gibson', 'E. Greenwood']",50,[],Windowing functions for the average magnitude difference function pitch extractor,"international conference on acoustics, speech, and signal processing",1980,6b1a18b6-dbf4-4651-a1b6-ccf7df18ad34
"Very high level languages for describing mechanical assembly require a representation of the geometric and physical properties of 3-D objects including parts, tools, and the assembler itself. This paper describes a geometric modeling system that generates a data base in which objects and assemblies are represented by nodes in a graph structure. The edges of the graph represent relationships among objects such as part-of, attachment, constraint, and assembly. The nodes also store positional relationships between objects and physical properties such as material type. The user designs objects by combining positive and negative parameterized primitive volumes, for example, cubes and cones, which are represented internally as polyhedra. The data base is built by invoking a procedural representation of the primitive volumes, which generates vertex, edge, and surface lists of instances of the volumes. Several applications in the automatic assembly domain have been implemented using the geometric modeling system as a basis.","['Michael A. Wesley', 'Tomas Lozano-Perez', 'Lawrence I. Lieberman', 'Mark A. Lavin', 'David D. Grossman']",272,"['0698ad89-2cd7-4974-93ef-c4d2d4a77283', '33351e31-4bea-433b-bb39-ee2479c89575', '36385a01-5ea6-4650-94b5-322ca5db1f67', 'e18b68bc-9a58-44cb-83b8-5d8e3a1143df']",A geometric modeling system for automated mechanical assembly,Ibm Journal of Research and Development,1980,b9b542c9-09f5-4bf2-98c0-9b98b2edddb2
"During Phase I, II, III, IV, and V of this study it was proven that industrial noise stress caused physiological effects such as fetal damage and hearing impairment; and psychological effects such as poor performance skills and aggressive behavior. Since gerbils were subjected to many hours of industrial noise stress to prove these results, it was wondered at what point the body reacts to noise.",['Martha E. Hean'],0,,"Noise pollution, phase VI: The effects of the onset of industrial noise on the physiological and psyshological functions","international conference on acoustics, speech, and signal processing",1980,e998bb2a-72c9-4c46-8235-ed81542d7690
"This paper is concerned with the following three aspects of the discrete utterance recognition problem: utterance normalization, dynamic programming algorithm implementation, and boundary error effects. Performance sensitivity as a function of each aspect of the problem is comparatively studied utilizing several available alternatives and significant conclusions are drawn regarding each of them. The concept of proportional normalizing is introduced as an effective method of handling the utterance normalization problem. A database consisting of the utterances of the alpha-digit vocabulary produced by several male and female speakers is used to conduct all the experiments.",['Subrata K. Das'],50,[],Some experiments in discrete utterance recognition,"international conference on acoustics, speech, and signal processing",1980,f1b53460-35f1-4827-897f-af4e1745e830
Abstract   In this paper we prove that any sequence of  n  real numbers contains a unimodal subsequence of length at least   [(3n −   3  4  )      1  2     −   1  2  ]   and that this bound is best possible.,['Fan R. K. Chung'],50,[],On Unimodal Subsequences,Journal of Combinatorial Theory,1980,616e6f4b-931d-4de1-a34d-b5a4f53b8e02
"Binary block codes are constructed that are capable of correcting successive timing errors such as the deletion or insertion of s bits (s\leq D) within a single additive burst of errors of length b or less (b=f+g+2D) , where f and D are the design parameters that specify the length of correctable successive timing errors and g is the length of the correctable additive burst. A decoding algorithm is given and the efficiency of these codes is discussed.","['Ikuo Iizuka', 'Masao Kasahara', 'Toshihiko Namekawa']",50,[],Block codes capable of correcting both additive and timing errors,IEEE Transactions on Information Theory,1980,e1fe59ea-ff04-40e3-922c-282cc4c2a495
"Abstract#R##N##R##N#This article concerns the problem of how to permit a patron to represent the relative importance of various index terms in a Boolean request while retaining the desirable properties of a Boolean system. The character of classical Boolean systems is reviewed and related to the notion of fuzzy sets. The fuzzy set concept then forms the basis of the concept of a fuzzy request in which weights are assigned to index terms. The properties of such a system are discussed, and it is shown that such systems retain the manipulability of traditional Boolean requests.",['Abraham Bookstein'],220,"['6fd10047-5293-45f2-bb2c-8b9bdaee9642', 'd649a4cf-7379-47cd-94f3-051ce3baf8e3', 'f83efd1e-f9aa-49d1-b963-dad5a4fd7332', 'fbd910ed-6b2d-4ce3-aa08-07ae106e9009']",Fuzzy Requests: An Approach to Weighted Boolean Searches.,Journal of The American Society for Information Science,1980,ba5e74d4-c76e-4f01-a3ee-381351a2f384
,"['Ralph M. Weischedel', 'John E. Black']",50,"['11aceee0-863e-4bae-81d1-899bc1edaac3', '57f42774-0573-4aef-9164-5811f39ae619', '9ba308df-c0ff-4a32-b9e0-a6e83e01c706', 'cc5871f3-dbbe-4cce-8999-9fb94fca9d23']",If The Parser Fails,meeting of the association for computational linguistics,1980,7804ce7b-8725-40fa-a144-b40a52fcd41f
"A ""grid-free"" channel router (termed GFR) is reported. GFR does not employ grid lines and can obtain better results than the fixed-grid method. Additionally, GFR has several optional functions, such as ""constraint loop breaking"", ""total branch length minimization"", ""constraint chain cutting"" and ""layer changing"". The algorithms of these functions are outlined and results obtained by using them are presented.","['Koji Sato', 'Hiroyoshi Shimoyama', 'Takao Nagai', 'Masaru Ozaki', 'Toshihiko Yahara']",18,"['0749afd8-4788-42a0-9483-75f3c915a7b6', '0f56a952-c6e0-43cf-a776-b3e6ecf15cea', '493d7165-15ce-4486-a9ae-5179edfce35b', '5344ef46-1040-4a67-9dd7-de1764a3da69', '656b0297-9766-437c-bf02-5759d495ba5e', '6c1896e6-8b71-4ff0-9a0e-a7ce4c7fbe05', '8ab5f9ca-9c89-4712-b277-e1855976035a', 'e13a1b3e-2904-4d02-8e70-1317246ed0b7']","A ""Grid-free"" Channel Router",design automation conference,1980,ad3adbed-ed36-4fe7-8a9e-54c66128cd26
"This paper defines and demonstrates four philosophies for processing queries on tree structures; shows that the data semantics of queries shuld be described by designating sets of nodes from which v values for attnbutes may be returned to the data consumer; shows that the data semantics of database processing can be specified totally independent of any madhine, file structure, or implementation; shows that set theory is a natural and effective vehicle for analyzing the semantics of queries on tree structures; and finally, shows that Bolts is an adequate formalism for conveying the semantics of tree structure processing.",['W.T. Hardgrave'],50,[],Ambiguity in Processing Boolean Queries on TDMS Tree Structures: A Study of Four Different Philosophies,IEEE Transactions on Software Engineering,1980,992836e2-3484-404c-99ad-2a639550c927
"Convergence properties of a continuously adaptive digital lattice filter used as a linear predictor are investigated for both an unnormalized and a normalized gradient adaptation algorithm. The PARCOR coefficient mean value and the output mean square error are approximated and a simple model is described which approximates these quantities as functions of time. Calculated curves using this model are compared with simulation results. Results obtained for a two stage lattice are then compared with the two-stage 1ms transversal filter algorithm, demonstrating that it is possible but unlikely for the transversal filter to converge faster than the analogous lattice filter.","['Michael L. Honig', 'David G. Messerschmitt']",50,[],Convergence properties of an adaptive digital lattice filter,"international conference on acoustics, speech, and signal processing",1980,99282777-2339-4bae-9820-df535edbe410
"We shall consider the optimal replacement of a unit which is subject to random failure. It is assumed that there exists a hazard rate process rt, adapted to the history of the unit and, for a fixed t, denoting the conditional probability density of failure at t, given that the unit has not failed until t. If the unit is functioning at t, it can be replaced by a new one and a random replacement cost ct depending on the history of the unit up to t is incurred. If the unit fails at t, then it is replaced, and in addition to the replacement cost, a failure cost Kt, depending on the history of the unit, is incurred. The optimality criterion is the minimization of the total long run average cost per unit time. Our model generalizes the model of Bergman Bergman, B. 1978. Optimal replacement under a general failure model. Adv. Appl. Probab.10 431--444. by allowing the state-dependence of the replacement and failure costs. The main result of the present paper states that there exists an optimal replacement rule, and that it is a threshold rule for the process γt = dct/dt + Ktrt. This means that there exists a* < ∞, such that an optimal replacement rule is to replace at the time when the process rt assumed to be nondecreasing reaches the level a*, or if failure occurs before this, to replace at failure. An iterative procedure is given for the determination of the threshold value a*.",['Esa Nummelin'],7,[],A General Failure Model: Optimal Replacement with State Dependent Replacement and Failure Costs,Mathematics of Operations Research,1980,6047475f-c811-468f-a9c8-1fdb038ff17c
"The numerical algorithm for the off-line design of the constrained minimum variance input-output estimator has been verified on a series of sample problems. While it has been found to work in the vast majority of practical cases, some computationally weak points have also been identified.","['Janos Gertler', 'Gyula Varga', 'Ferenc Sipos']",50,['86fa0d47-9f2f-4431-8ca8-37f9b88df53f'],Technical communique: Computational experience with the constrained minimum variance input-output estimator,Automatica,1980,5dfb3566-07db-482c-8da5-3c06d415f20f
"Knowledge representation schemes are either based on a set of primitives or not. The decision of whether or not to have a primitive-based scheme is crucial since it affects the knowledge that is stored and how that knowledge may be processed. We suggest that a knowledge representation scheme may not initially have primitives, but may evolve into a primitive-based scheme by inferring a set of primitive meaning units based on previous experience. We describe a program that infers its own primitive set and discuss how the inferred primitives may affect the organization of existing information and the subsequent incorporation of new information.",['Sharon C. Salveter'],50,[],ON THE EXISTENCE OF PRIMITIVE MEANING UNITS,meeting of the association for computational linguistics,1980,99f8d900-5d67-4af5-9a2a-7911985b4027
"Abstract#R##N#The genomes of numerous avian retroviruses contain at their 3' termini a conserved domain denoted ""c"". The precise boundaries and function of ""c"" have been enigmas. In an effort to resolve these issues, we determined the sequence of over 900 nucleotides at the 3' end of the genome of the Schmidt-Ruppin subgroup A strain of avian sarcoma virus (ASV). We obtained the sequence from a suitable fragment of ASV DNA that had cloned into the single-stranded DNA phage M13mp2. Computer-assisted analysis of the sequence revealed the following structural features: i) the length of ""c"" - 473 nucleotides; ii) the 3' terminal domain of src, ending in an amber codon at the 5'boundary of ""c""; iii) terminator codons that preclude continuous translation from ""c""; iv) suitably located sequences that may serve as signals for the initiation of viral RNA synthesis and for the processing and/or polyadenylation of viral mRNA; v) a repeated sequence that flanks src and that could facilitate deletion of this gene; vi) repeated sequences within ""c""; and vii) unexplained homologies between sequences in ""c"" and sequences in several other nucleic acids, including the 5' terminal domain of the ASV genome, tRNATrp and its inversion, the complement of tRNATrp and its inversion, and the 18S RNA of eukaryotic ribosomes. We conclude that ""c"" probably does not encode a protein, but its sequence may nevertheless serve several essential functions in viral replication.","['Czernilofsky Ap', 'W. DeLorbe', 'R Swanstrom', 'Harold Varmus', 'J M Bishop', 'Tischer E', 'Howard M. Goodman']",65,,The nucleotide sequence of an untranslated but conserved domain at the 3′ end of the avian sarcoma virus genome,Nucleic Acids Research,1980,c472fe3e-4613-420e-bf08-1d30e1bd7114
"At the Rockefeller University in 1977–78, the number of all publications of a research group in a year was approximately proportional to the number of individuals in that group during the year. The number of primary research publications of a group in a year was also approximately proportional to the number of individuals in that group during the year. The observed frequency distribution of laboratory size was statistically indistinguishable from a 0-truncated negative binomial distribution, which is the equilibrium frequency distribution of size predicted by stochastic models for the dynamics of freely-forming primate social groups.",['Joel E. Cohen'],60,"['4091f68d-43c3-4252-a1b5-3044da8d6cdc', 'e2a97ffb-90b0-4f1a-b01d-b15a77a820de']",Publication rate as a function of laboratory size in a biomedical research institution,Scientometrics,1980,6b07e194-6587-4c23-bea9-6fbd5d23df01
"The involvement of the National Bureau of Standards in automatic computing prior to 1949 is explained in some detail in order to describe the initiation of the SWAC project at the Institute for Numerical Analysis at UCLA. The status of automatic computing in 1948 and 1949 is presented from contemporary documents. Finally, some details of the SWAC design and an extensive bibliography are given.",['Harry D. Huskey'],4,[],The National Bureau of Standards Western Automatic Computer (SWAC),IEEE Annals of the History of Computing,1980,54335720-64a4-49a8-97cd-959963553b94
,"['Marsden S. Blois', 'David D. Sherertz', 'Mark S. Tuttle']",50,,WORD AND OBJECT IN DISEASE DESCRIPTIONS,meeting of the association for computational linguistics,1980,c972e23a-6ee9-4930-8228-b49cea486a7e
"A computer program which generates context-sensitive descriptions of human stick figures is described. Three categories of knowledge important for the task are discussed: (1) the 3-D description of the figures, (2) the conceptual description of the scene, and (3) heuristic rules used to generate the above two descriptions. The program's representation for these descriptions is also discussed.",['Martin Herman'],2,"['7993dfc6-9af0-4d29-964f-a56e268a49ad', '8218d88a-b112-4653-8135-180b83ba0384']",Computer interpretation of human stick figures,national conference on artificial intelligence,1980,e3cba626-4c18-4ffe-ae25-28c39d79e5d9
"This paper describes a simulation model developed for the analysis of the bottling and storage operations and facilities of the Brown-Forman Distillers Corporation in Louisville, Kentucky. The paper evolved from a continuing study of the bottling and storage operations at the Brown Forman bottling facility, which began in the Fall of 1978.","['Suraj M. Alexander', 'Gary R. Weckman']",2,['28f270cf-90ba-466f-8adb-9e422c65da6d'],Analysis of bottling and storage operations at Brown Forman Distillers Corporation,winter simulation conference,1980,9611da40-926f-4b9c-88be-c40541a9798c
"We determine optimal allocation of means of production between a principal and alternative commodities under varying degrees of cooperation among producers. Producers are grouped into subsets with stipulated efficiencies, costs of production and demand prices. These producers collectively control the production of the principal commodity whose price depends upon total supply. Optimal allocation is determined under conditions of 1 pure competition, 2 cooperation within subsets, and 3 cooperation among all producers. The latter problem is modeled as a nonconcave quadratic programming problem. A very efficient algorithm for solving this problem is presented. This algorithm has been used to determine the optimal distribution of cotton production among 300 regions.","['Robert B. Rovinsky', 'Christine A. Shoemaker', 'Michael J. Todd']",10,[],Determining Optimal Use of Resources among Regional Producers under Differing Levels of Cooperation,Operations Research,1980,e0aaad1d-ac7f-49e3-86c1-fb8a03cde5dd
